Date,Open,High,Low,Close,Volume
2017-04-11,18400,23650,13700,21550,1555005
2017-04-12,21500,24150,19750,20450,1189603
2017-04-13,20000,20700,17200,17800,575045
2017-04-14,17500,23100,16550,19100,1159930
2017-04-17,19100,21300,17850,18100,585832
2017-04-18,18450,18500,17050,17550,203649
2017-04-19,17650,17800,16300,16450,120162
2017-04-20,16700,17000,15650,16350,148678
2017-04-21,16050,16700,15800,15900,53513
2017-04-24,16150,16150,14250,14550,100831
2017-04-25,14700,14950,14000,14150,91601
2017-04-26,14150,14350,13750,13900,67106
2017-04-27,13800,17250,13800,15500,710823
2017-04-28,15700,16600,14150,14450,194979
2017-05-02,14450,14600,13950,14050,40583
2017-05-04,14150,14350,13950,14150,24433
2017-05-08,14250,14650,13950,14000,22080
2017-05-10,14000,14300,13850,14000,27416
2017-05-11,14000,14100,13600,13800,29534
2017-05-12,13750,13950,13300,13800,18308
2017-05-15,14000,14000,13550,13650,7049
2017-05-16,13800,13850,13450,13550,14052
2017-05-17,13550,13750,13250,13450,10384
2017-05-18,13200,13500,12900,13200,18221
2017-05-19,13150,14250,13150,13450,62410
2017-05-22,14100,14100,13450,13550,19574
2017-05-23,13450,13900,13250,13650,16744
2017-05-24,13700,13900,13500,13550,15864
2017-05-25,13650,14500,13400,13650,75485
2017-05-26,13750,13800,13350,13600,26113
2017-05-29,13600,13900,13400,13600,36168
2017-05-30,13550,13700,13350,13600,20842
2017-05-31,13650,13950,13550,13600,27930
2017-06-01,13800,13900,13650,13650,8483
2017-06-02,13800,13850,13200,13400,23055
2017-06-05,13500,13800,13400,13450,10852
2017-06-07,13500,13600,13200,13400,20549
2017-06-08,13400,13400,13150,13250,7784
2017-06-09,13150,13400,13100,13150,6720
2017-06-12,13350,13350,13000,13050,7159
2017-06-13,13250,13250,13000,13150,15869
2017-06-14,13200,13250,13000,13150,10561
2017-06-15,13250,13250,12900,13150,15273
2017-06-16,13250,13250,13000,13050,3846
